model_name,params,param_count,train_time,device,train,scratch,check,alpha,batch_size,context_length,vocab_size,max_iters,Nx_blocks,n_heads,model_dimension,ffn_hid_dim,non_linearity,dropout,description,version,train_loss,train_perplexity,train_accuracy,train_bpc,val_loss,val_perplexity,val_accuracy,val_bpc,test_loss,test_perplexity,test_accuracy,test_bpc
08_04_01_myt-tiny,839.85 K,839848,45:31.5,cuda,TRUE,TRUE,FALSE,0.0003,512,128,128,50000,4,8,128,,swiglu,0.5,Attn Normal,v4.1,2.966194279,19.41787977,0.206573547,4.279313777,2.966049287,19.41506454,0.206127991,4.279104598,2.966412108,19.42211001,0.206660065,4.279628038
08_04_02_myt-tiny,839.85 K,839848,47:44.6,cuda,TRUE,TRUE,FALSE,0.0003,512,128,128,50000,4,8,128,,swiglu,0.5,Attn Flash,v4.2,2.565704534,13.009821,0.27053772,3.701529208,2.56558736,13.00829668,0.270379517,3.701360161,2.566378264,13.01858906,0.27033255,3.702501194
08_04_03_myt-tiny,839.85 K,839848,29:25.6,cuda,TRUE,TRUE,FALSE,0.0003,512,128,128,50000,4,8,128,,swiglu,0.5,Attn Flash and Compile,v4.3,2.499578355,12.17735835,0.281079102,3.606129297,2.500106754,12.18379456,0.28078595,3.606891616,2.499939075,12.18175177,0.280907318,3.606649707
08_04_04_myt-tiny,810.30 M,810298016,15:17.3,cuda,TRUE,TRUE,FALSE,0.0003,32,2048,128,10000,16,16,2048,,swiglu,0.5,Trail 1,v4.4,3.162947562,23.64017421,0.189848633,4.563168762,3.163026476,23.64203983,0.18967926,4.563282611,3.165660193,23.70438834,0.190047455,4.567082262
08_05_01_myt-tiny,69.89 M,69895424,02:33.3,cuda,TRUE,TRUE,FALSE,0.0003,32,256,100352,1000,64,8,256,832,gelu,0.5,myt Nano trail 1,v5.1,7.976742077,2912.427127,0.04888916,11.50800624,7.960671329,2865.996335,0.049682617,11.48482105,7.960614347,2865.833029,0.048352051,11.48473884
08_05_02_myt-tiny,69.89 M,69895424,07:37.0,cuda,TRUE,TRUE,FALSE,0.0003,256,256,100352,50000,64,8,256,832,gelu,0.5,myt Nano trail 2,v5.2,7.415237592,1661.103786,0.048026398,10.6979265,7.422618479,1673.409563,0.048192688,10.70857487,7.421377282,1671.333822,0.048181519,10.7067842
08_05_03_myt-tiny,47.81 M,47815936,51:42.8,cuda,TRUE,TRUE,FALSE,0.0003,256,256,100352,50000,32,8,256,832,gelu,0.5,myt Nano trail 3,v5.3,7.420519857,1669.901393,0.048008179,10.7055472,7.427355908,1681.356031,0.048206879,10.71540954,7.422618262,1673.409201,0.04808371,10.70857456
09_01_myt-tiny,47.36 M,47356288,00:34.4,cuda,TRUE,TRUE,FALSE,0.0003,256,256,100352,50,32,8,256,804,gelu,0.5,myt Nano trail 1,v9.1.0,11.09096329,65575.88413,0.000548401,16.00087773,11.07962053,64836.27551,0.000552063,15.9845136,11.09326519,65727.00731,0.00056366,16.00419868
09_01_myt-tiny,47.36 M,47356288,00:29.6,cuda,TRUE,TRUE,FALSE,0.0003,256,256,100352,50,32,8,256,804,gelu,0.5,myt Nano trail 1,v9.1.0,11.43293934,92312.91535,0.000845032,16.49424489,11.42305666,91405.10961,0.000816345,16.47998719,11.42754438,91816.23235,0.000786743,16.48646161
09_01_myt-tiny,6.75 M,6753088,49:22.4,cuda,TRUE,TRUE,FALSE,0.0003,512,64,100352,,8,8,64,192,gelu,0.3,myt Nano trail 1,v9.1.0,37.0006106,1.17E+16,0.001699182,53.38059742,36.9969251,1.17E+16,0.001651409,53.37528036,37.009812,1.18E+16,0.001688257,53.39387224
