model_name,params,param_count,train_time,device,train,scratch,check,tie_weights,alpha,batch_size,context_length,vocab_size,max_iters,Nx_blocks,n_heads,model_dimension,ffn_hid_dim,non_linearity,dropout,description,version,train_loss,train_perplexity,train_accuracy,train_bpc,val_loss,val_perplexity,val_accuracy,val_bpc,test_loss,test_perplexity,test_accuracy,test_bpc
09_02_myt-tiny,6.75 M,6750016,6:52:47.932148,cuda,True,True,False,True,0.0003,512,64,100352,,8,8,64,192,gelu,0.5,myt Nano trail 2,v9.2.0,11.538063787726603,102545.69547472768,0.017787348699497343,16.645907408013702,11.537322793998197,102469.73790302344,0.018246142744837112,16.644838380036397,11.548123924793712,103582.52581001923,0.017896394628313494,16.66042111787108
