model_name,params,param_count,train_time,device,train,scratch,check,alpha,batch_size,context_length,vocab_size,max_iters,Nx_blocks,n_heads,n_embeddings,ffn_hid_dim,non_linearity,dropout,version,log,train_loss,train_perplexity,train_accuracy,train_bpc,val_loss,val_perplexity,val_accuracy,val_bpc,test_loss,test_perplexity,test_accuracy,test_bpc
07_00_2_myt-tiny,5.02 M,5018624,0:00:04.951567,cuda,True,True,False,0.0003,256,128,16384,100,4,8,128,,gelu,0.5,v0.2,debug,6.784840106964111,884.3386760444254,0.032012939453125,9.788455175541667,6.761918067932129,864.2983899605871,0.03167724609375,9.755385663503164,6.773218631744385,874.1208441751833,0.0308837890625,9.771688930874355
